file,dial,category
Ses05F_script02_2_M018," Okay, all right I got it.  You wanted it to be like the other time, okay no problem. Listen, You want to dance?",2
Ses03M_impro05a_F020," calm.  Sir, okay basically what- what's going to happen here is you're going to give me your contact information and we will contact you--",2
Ses03F_script02_2_F000, About what?,2
Ses04F_script02_1_M010," Are you cold?  Do you want my jacket?  We should have brought the blanket, our blanket.",2
Ses02F_impro06_M009," Well, that's that's good, you know.  At least, I don't know.  I mean it's- it's better to go- to goout that way than...",2
Ses03F_impro02_F001, Yeah?,2
Ses05M_script01_3_F022," Yeah, sure.",2
Ses05F_script03_2_F005, And what of it?,2
Ses05F_impro05_M037, Well I don't know why you wouldn't believe that.,2
Ses03F_impro08_F013, -on average would use.,2
Ses02M_impro05_F005," Well, sometimes it's just late baggage or misplaced baggage and it comes out but it seems to be here and just I'm reading off of this that",2
Ses03M_impro05b_F011," Well, we can give you um- hotel lodging for a night if that--",2
Ses02M_impro08_F007," Thank you very much. Um  So I have a charge on my credit card that, um, isn't mine.",2
Ses02M_impro08_M030, you know it gets- it gets difficult you know so Alright.,2
Ses02F_script03_2_F009," No, thanks.",2
Ses05F_impro08_M009, yeah,2
Ses02F_impro08_F024, And a there will also be a shuttle waiting for you to take you to the appropriate hotel.,2
Ses02F_impro01_F005, I mean if I had known--I would have brought it.,2
Ses01F_script02_1_M011," Of course, our flashlight.  What's yours is mine.  Me flashlight es su flashlight.",2
Ses03M_impro04_F019, Something-- How are you going...?,2
Ses02M_script03_1_M005, Hello? Hello? What? Wrong number.,2
Ses01F_script02_1_M033, Ahh...we weren't in a good spot.,2
Ses03F_script02_2_M010, We'll see them this time.,2
Ses01M_impro04_F009," But I mean you kind of got to, you got to fake it 'til you feel it, right?",2
Ses03M_impro08a_M016," Mmm hmmm.  Mmm hmmm.  The power outages, everything, hurricane Katrina. Everything's really messed up.",2
Ses04F_impro07_M051, Are you going to take out loans or-,2
Ses04M_impro05_F025, I can write you the one check.,2
Ses05F_impro08_F021, Yeah so- That --that did go through.,2
Ses02F_impro05_M019," Okay.  Well that that could be something that you put on on the claim--on on the complaint form if you want.  And provide us with your information while you're here and then, maybe, if it turns up, then we'll send it right over.",2
Ses04M_impro03_M031," So, um, anyway, do you want to order now?   So, um I mean--",2
Ses04F_impro07_M033, That's cool.,2
Ses01M_impro04_F004," I don't know, I mean, I just don't think...",2
Ses03F_impro04_M015, How's the job? Still waiting tables at Denny's?,2
Ses02F_impro05_M003," You know, I mean, there's a lot of things that go on under the plane and sometimes, you know, that kind of things happen.",2
Ses05M_script01_3_F018, You have to tell me.,2
Ses05F_script03_2_F010, I don't see why you want any.  You've already had three glasses.,2
Ses03M_script01_1_M021, Okay.  So then it's alright.  I'll go ahead with it.,2
Ses03M_impro05a_F014, Yes--it is,2
Ses03F_script01_3_M044," I want you now, Annie.",2
Ses04M_impro05_F010, I can't do that.,2
Ses05F_script03_1_F019," Well, what if one of us dies, does the other laugh then?",2
Ses04M_script03_2_M015, You want some brandy?,2
Ses01M_script02_2_M020," Let's see, uh, I took a shower and, um, you were watching the news and you said the ""the Grunions are running tonight,"" and I said ""okay great, let's go.""",2
Ses04F_script01_2_M004, How do you know he's even thinking about it?,2
Ses05M_impro04_F020," Yeah, it's stressful.  I recognize that.",2
Ses05F_impro04_M003, I went to school and I got my degree.  And I got a job.,2
Ses03M_impro04_M014, Oh yeah?  What kind of jobs they got?,2
Ses04M_script02_2_M021," It was in the car, right?  Driving past the Knickerbocker Liquor Locker?  You said let's get some champagne and I said times a wasting or something like that.  Right?  That's it, right?  You want this to be like the other time.  That's it.  Of course.",2
Ses03F_impro04_M008," You are, you're going to class, you're learning, you're getting better. When you finally get that role you're going to be prepared.",2
Ses02M_script01_3_M036, I want you now Annie.,2
Ses01F_script03_1_M038, However I believe the real cause of that row was Peter Burden.,2
Ses04F_impro04_M009," look at me, like, you know. I mean, Hey, I- it took me, you know, like six years to get where I am now. I mean-",2
Ses01M_script02_1_M023, That's my point too.,2
Ses01M_script02_1_M027, It's not stupid.  It's a natural phenomenon.,2
Ses04F_impro03_M035, Well I can't be in charge of this.  I mean I got things I got to do.,2
Ses03M_impro04_F030, But you got to be real about it.  You have to...,2
Ses04M_script02_2_M005," Carla, can I ask you something?  Don't take this the wrong way, but are you having your period?",2
Ses03F_impro07_F006, How about maybe for me to possibly stay in L.A.?,2
Ses05M_impro04_F037, I can't see where the issue would be. so,2
Ses05F_impro04_M005, You have to be willing - You have to be willing to start you know at the bottom and work your way up. and,2
Ses01M_impro05_M015, Okay.,2
Ses02F_impro06_M011," But look at the--he--look at the life he did get to lead.  I mean, for his age, he'd done so much and--",2
Ses01M_script01_3_F012, I almost got married two years ago.,2
Ses05F_impro08_F025, yeah.,2
Ses04F_script01_3_M017," Ann, why didn't you let me know?",2
Ses02M_impro04_F012, So you should take that in consideration rather than giving yourself such a hard time.,2
Ses03F_script03_1_F005, It was bound to come sooner or later.,2
Ses01F_impro01_F001, Yeah.,2
Ses03M_impro08b_M013, Okay.  Tell them my - my ID number is two one three five.,2
Ses02M_impro04_F010," That's- I mean. There are more factors then just whether you're good or not, you know what I mean like",2
Ses02M_impro05_M003, Okay. So what-what do I have to get you know,2
Ses05M_impro08_M004, Hmm.  Mmm.,2
Ses02F_script03_2_F011, Just seems so silly to go on and on and on with such a thing.,2
Ses01M_script01_3_M013, So then he's gone.  You sure?,2
Ses04M_script01_1_M001, He was out here when it broke.,2
Ses05F_impro05_M014," All right?  Now, um- it's green, travel bag, you couldn't find it.  And was there something important in it that you need it?",2
Ses02F_script02_2_M018, Wait a minute.  I've got it.,2
Ses03F_script03_1_M001, Good God.,2
Ses05F_script03_1_F010, The whole business is really rather ridiculous.,2
Ses03M_impro02_M001, Hey.,2
Ses05F_script03_1_F015," Well, what if-what happens when our love-",2
Ses05F_impro05_M012, Are you sure?,2
Ses04F_impro07_M076," I mean it's not really free because you have to pay for it, but yeah.",2
Ses05M_script03_2_F002, Not at all.  I quite like it.  I wear it often.,2
Ses05M_script01_3_F026," And you father, he put hundreds of planes in the air and you should be proud.  A man should be paid for that.",2
Ses01M_script01_3_F020," Well, then what?  You know, even in your letter you seem kind of ashamed.",2
Ses03M_impro08a_M000, Hello.  This is Viacom Services.  How can I help you?,2
Ses02F_impro08_F017, Okay.  Great.  Four seats.  I'll book you for four seats.,2
Ses01F_script02_2_M033, Yes it is.,2
Ses02F_script02_2_F023, No. No.,2
Ses01M_script01_1_M037," Yes, on this I would.",2
Ses03M_impro05a_F008, How many pieces of luggage do you have checked in?,2
Ses05M_impro08_F013, All right.,2
Ses01F_impro04_F000," Uh, what?  Craig's List?  Oh the internet thing?",2
Ses03M_impro03_F036, You still act like a boy.  And men take a lot longer to grow----I will tell you.,2
Ses05M_impro04_F009," I was just going to say that's your issue. Maybe you are going in too much. No, I mean, just",2
Ses05M_script01_1_F024, Have you asked Annie yet?,2
Ses03M_impro02_M015," You can do it.  Alright?  You can, you can be strong, you can be strong for both of us alright?",2
Ses05F_impro08_M013," Okay, great, go ahead.",2
Ses05M_script01_1_F026," Well, the trouble is you never saw enough women.",2
Ses01M_impro05_F014, Do you have any i-?,2
Ses04M_script03_2_M045, I will do no such thing.,2
Ses03F_impro08_F006," You're going to have to just be patient with us, sir, as we",2
Ses02F_impro06_M012," Yeah, exactly.  He's made a big impact on a lot of people. and",2
Ses02F_script03_2_M015, Nothing.,2
Ses05M_impro08_F005," Uh, yeah.  We've pinned it a couple of times.",2
Ses01M_script02_2_M030, You want to get married again?,2
Ses01F_impro06_F014, At the cemetery?,2
Ses04M_impro05_F011," Uh, no, actually, no I'm not.",2
Ses02M_script03_2_F015, No I'm just making myself fascinating for you.,2
Ses05F_impro04_M016," Well, just don't give up. And there's- you know, You never know, something might be around the corner tomorrow.",2
Ses03F_script02_1_M044, About what I just said.,2
Ses02M_script02_1_F002, That's not your flashlight.,2
Ses05M_impro07_F033, Okay.,2
Ses04F_impro08_F008," Well I'm very sorry, sir.  They should have dealt with it at that particular branch.  I apologize for that, uh, but we can help you.  That's no worries.  We can take care of that.  So how much did you need to be refunded?",2
Ses02M_impro04_F001," You've been doing a lot of work for it, right?",2
Ses01M_impro05_F005, I've been college educated.,2
Ses02F_impro05_M006," Right.  Uh We realize, you know, that that it's a bad situation, but I'm sorry, there's nothing that we can really do.",2
Ses04M_script02_1_M005, Whose is it?,2
Ses02M_script01_1_F021, From father's point of you he isn't dead and you have no right to take his girl.,2
Ses04M_impro05_F029," No, I don't. See, I could lose my job if I did that.",2
Ses04F_impro04_M021," you know what I mean? You know, it's like they say presentation is, like eighty percent.",2
Ses05M_script01_1_F038," Yeah, I can see that.",2
Ses05M_impro04_F026," Sorry.  So, let's see.  What else?  What's available? What? Um.  Hmm.",2
Ses03F_impro02_F007, Well umm- actually they--I was promoted.,2
Ses01F_script02_1_M023, Why not?,2
Ses04M_script02_1_M033, Well so what did you think?,2
Ses02F_impro07_M016, So...,2
Ses02F_impro06_M005," It's good, you know.  you know It hurts I know.  I know what it's like to lose someone like that.",2
Ses05M_impro08_M015, And hit enter.,2
Ses02F_script03_2_F003," No, I didn't.  You worked the whole thing up in your jealous imagination.",2
Ses01M_impro04_F019, I can't finish the sentence with you without you jumping in...,2
Ses02M_impro04_F015," But like, just because you're considering why it's been so difficult doesn't mean you should just stop.",2
Ses05F_impro08_M032, bye,2
Ses01M_script02_1_M015, What's wrong?  Are you okay?  Huh?  You cold?,2
Ses05F_impro05_M030," Well, I understand that.  Did you buy flight insurance?",2
Ses02F_impro04_M000," So, uh, so how's it been going?  I mean, you have any needs or anything?",2
Ses01F_impro03_F019, Yeah.,2
Ses04M_script03_1_M012," You mustn't be serious, my dear.  That's just what they want.",2
Ses05F_impro04_F043, yeah.,2
Ses02M_script02_1_M019, Right.,2
Ses01F_script03_2_F005," Well, what of it?",2
Ses01M_script02_1_M030," Yeah, they do.",2
Ses02M_script01_3_M020, Let's drive someplace.  I want to be alone with you.,2
Ses05F_impro05_M018," Well, you know, sometimes that's--really, I mean what else could we do?",2
Ses01F_script03_2_M004, You went out of your way to torture me over Peter Burden.,2
Ses02F_impro03_M009," Yeah.  I mean candles wouldn't stay--No, I didn't--I didn't know anything about it.",2
Ses03F_impro07_M021, I got into film school at the Art Academy.,2
Ses03F_impro05_M008, and when you sign your ticket we could replace about fifteen percent of what's in the bag.,2
Ses02M_script01_1_F017, What do you want me to do; you're old enough to know your own mind.,2
Ses03F_impro08_F008, But I'm going to definitely have to- uh--get your contact information,2
Ses02F_impro04_M015," That obviously that's not true though.  I mean, you've done this before.  You've done all the work like this before, you know, and and you've gotten people saying oh, you're so good and like you know--",2
Ses05M_impro07_F024," Oh, wow.",2
Ses01M_script02_2_M021, So I'm putting the animals out we're getting the car to the garage and--,2
Ses05F_impro08_F008," Okay, so where?, okay, all right, so where did you uh- locate your your bill?",2
Ses05M_impro07_F017, Good tradeoff,2
Ses01M_script03_1_M036, Of course how long did that row last?,2
Ses02M_script03_2_F011, It just seems so silly to go on and on and on with such a thing.,2
Ses04F_script02_2_M023, You want me to get some champagne?,2
Ses02F_impro08_M010," --you know, the kids wanna go to the beach and stuff and so--um",2
Ses04F_impro07_M079," I hate to break this to you but you meet people by being cool, so-",2
Ses02F_script02_1_M009," Oh, well sure.",2
Ses04M_script01_2_M007, Line.,2
Ses01F_impro06_M009, Mmhmm.,2
Ses03F_impro02_F000," How's it going, babe?",2
Ses05F_script01_2_M001, Well maybe.  Maybe she just wanted to see her again.,2
Ses03F_script03_2_M035, This is no time of the year for Tunis.,2
Ses05M_impro08_M007," Well, you know what, does your D.S.L. cable -- you have D.S.L., right?",2
Ses03F_impro02_F004, yeah.,2
Ses02F_impro08_F000," Hi, my name is Shiloh, welcome to--Airline Six.  Hi, how may I help you?",2
Ses02M_script02_1_M010," No. No. Of course our flashlight yours and mine. Mi flashlight, es su flashlight, naturally.",2
Ses01F_script01_2_M004, How do you know he's even thinking about it?,2
Ses01F_impro06_M012, Is it a big cemetery?,2
Ses04F_script03_2_F009, No thanks.,2
Ses02F_impro04_M009," But you gotta.  Otherwise, what is--what's your other option?",2
Ses03M_script02_1_F001, What flashlight?,2
Ses03M_impro04_M038, Same difference.,2
Ses02F_impro04_M001," No.  You can't think that way.  I mean it's good--it's good that you're--that you're calling, you know. you can't",2
Ses03M_impro05b_F006, Yes.,2
Ses05F_impro04_F045," I will, I will.",2
Ses04M_impro05_F007," Um, but, actually, our policy is a fifty dollar",2
Ses05F_impro08_M017, Absolutely.,2
Ses05F_script02_1_M015, That's my point too.,2
Ses05F_impro08_M020, Are you taking the late fee off of my account then?,2
Ses02M_impro05_F000," Hi, can I help you?",2
Ses03M_impro05a_F021," Please, please",2
Ses05M_impro08_F018," Uh huh, Okay.",2
Ses03M_impro02_M013," We'll have internet set up, we'll get web cameras and everything.  My whole family's here too.",2
Ses03F_script01_3_M007, How did you know?,2
Ses03M_impro05b_F008, the luggage was left in Baltimore.  Therefore--,2
Ses01M_script03_1_M015," What, this sacred and beautiful thing, love?",2
Ses04F_script01_1_M000, He saw it.,2
Ses04M_script01_1_F019, Well you want to make sure your father isn't going to have --,2
Ses05F_impro04_M012," Well, what are you going to do about it to make it different?",2
Ses02M_script02_1_M018," Are you kidding, we'd miss it. We, we just got here. What's the point in coming down here if we just turn around and go home?",2
Ses01M_impro05_F015, I wouldn't let you?   I was not in Atlanta. I was not in Atlanta.,2
Ses05M_impro07_F031," There's actually, a friend of mine is um- moving out of her place and her place is amazing-- And it's really cheap.",2
Ses04F_impro04_M028, Well you've got to start somewhere.  I mean-,2
Ses05F_impro04_M036, Of course.,2
Ses04F_impro03_M025, I'm your best friend,2
Ses03F_script01_2_M008," Look, it's a nice day. What are we arguing for?",2
Ses04M_impro05_F021, I know.  We want to work with you.  We will give you the fifty dollars but I'm--,2
Ses03M_script01_1_M031," And then we'll thrash it out with dad right?  Mom, don't avoid me.",2
Ses02M_impro05_M000, Hi. Um-,2
Ses01M_script01_3_M004, What?,2
Ses01M_impro07_M026, Yeah we have like away games and stuff.,2
Ses05F_script03_1_F011, Meaning exactly that.,2
Ses02M_script01_3_F008," Well, from her point of view, why else would I come?",2
Ses04F_script02_2_M015, It's just a fish.  Nothing to get traumatized over.,2
Ses02M_impro08_M013, Yeah. Yeah. You get the form right now. and- yeah,2
Ses05F_impro05_M017," No, I understand. I mean. It's got to be tough all those sentimental things, but um- this is all I can do for you.",2
Ses04F_impro03_M047," I don't know.  Okay.  I mean gosh.  There's just- look there's a lot of pressure in getting married, okay.",2
Ses02F_script02_1_M021, No. No. That's not my point.  The point is there's no point in coming down if we just leave.  Don't you want to see it?,2
Ses02M_impro08_M028, if you're ever online or anything like that I mean just make sure it's a secure site and,2
Ses05F_impro08_M022, Right.,2
Ses03M_script01_1_F030," Look, you never had seen many, many women.  You know?  I mean...",2
Ses03M_impro08b_M004, Oh.  I'm sorry. Um- Did you drop it in water?,2
Ses03F_impro08_F023," Oh, well, I'm sorry about that. Umm- We-",2
Ses03M_impro07_F002, Um--,2
Ses05F_impro01_M001," I mean, there's really nothing I can do for you in this line.  This is not the line for new I.D.  This is the line for registration.",2
Ses05F_impro01_F005, Would you be able to put me at the front of that line?,2
Ses01F_impro04_F013, I just- I mean I call people up and I tell them what I'm good at.,2
Ses02F_impro03_F020," But It's sort of hard 'cause the weather is so unpredictable and then if it's like cold that day.  Or if it's too hot, you know, it's like--but um--",2
Ses04F_script01_2_M013, Calm yourself.,2
Ses01F_impro06_F027," There's another one, I can't remember.",2
Ses05F_impro05_M016," Right.  Well, I don't know what to tell you. Um- What I can offer you is a fifty dollar voucher on your next flight.",2
Ses05M_script01_3_F016," Like Larry's brother.  Do it like you, Chris.  What's the matter?",2
Ses05F_impro04_M030, putting your best foot forward? or you,2
Ses03F_script03_1_M002, I wonder.,2
Ses01F_impro04_F005, He just...,2
Ses04M_script02_1_M015," That's my point, too.",2
Ses05M_impro08_M010," Yeah. That can be- That can create a bad connection.  And it won't always be a bad connection, but it will be bad off and on.",2
Ses03M_impro08a_M018, I'm really sorry ma'am.  There's not----a lot we can do for it.,2
Ses02F_impro05_F001," No, it didn't. um It didn't come out and I don't see it anywhere around here, so what can you do about that?",2
Ses04F_impro07_M000," Hey, what's up?",2
Ses02F_impro08_F008," I can do that right now for you. No, absolutely.  I can take care of you all the way through to the end.",2
Ses05F_impro08_F017," Okay, I do see that on here, and it says that um, it had some trouble clearing for some reason.  And I think that was the problem on our end.  So um-",2
Ses05M_impro08_F007, Hmm. Mmm.,2
Ses05F_impro06_M025," Do you know what, if it was me that died, I'd really want you to be crying and being really upset too any way. So, I think you should definitely do this, because it's trying what it's supposed to be.",2
Ses04M_script02_1_F014, What are you so excited about?,2
Ses05M_impro08_M024, Absolutely.  It's a new service we are offering.,2
Ses03M_impro04_F003, Well what are you looking for?  I mean--,2
Ses04M_impro05_F002, I'm sorry.,2
Ses04F_script03_2_M024, Did you see much of Peter Burden after our divorce?,2
Ses02M_script02_1_F011, Not particularly.,2
Ses03M_script02_1_F000, Fine.,2
Ses01M_script02_2_M022," Wait a minute, I've got it.",2
Ses04M_impro08_M024," You know, so- I mean, are you doing anything later?  Or um",2
Ses05M_impro08_F009," It goes- It goes, like, through doorways.  But it goes a long distance.",2
Ses03F_impro08_F012," Okay, well, we will send you- We will reimburse you for the amount of minutes that you-",2
Ses04M_script02_2_M004, Are we talking about the same thing?,2
Ses02F_impro01_M001," Okay.  Let me see here.  Um, we need--we need your original birth certificate.",2
Ses05F_impro05_F005, Yeah.,2
Ses02M_impro08_F008," Uh, I don't know where it came from and it's actually quite large, and I don't have the money for it so",2
Ses04F_impro07_M023, You- you- you'll find.,2
Ses04F_impro03_M027, Okay.  Fine.  So green and what?,2
Ses03F_impro07_F010," And I was like what? She's like, you know, you didn't get in. Totally plays it off. Like I didn't get in. And I'm like, I start almost crying.",2
Ses04M_script03_2_M009, Line?,2
Ses04M_impro05_F016, I'm very sorry.,2
Ses04F_impro07_M037," I don't know I just thought that, you know, maybe we could, you know, I don't know.  It's like, you know, just test the waters anyway.  I don't see what the problem is.",2
Ses05M_impro07_M019," I don't- you know ,I feel the same way, you know what I mean.  And everybody says a lot of other crap you know, they don't know what they are talking about anyway.",2
Ses04F_impro07_M021," No, no.  It's totally cool.  I mean, like, this friend of mine he was- he's been undecided now for, like, the past like eleven years of his life.",2
Ses04F_script02_1_M042, What I said.,2
Ses05F_impro04_M034," Yeah, I understand. maybe What jobs are we talking about?",2
Ses05F_impro05_M015, Sentimental value.,2
Ses03M_script03_2_F039, You are far too temperamental.  Try to control yourself.,2
Ses05M_impro07_F029, Um- I think I have some friends.,2
Ses04F_impro04_M013," I mean, well I mean i don't know; it doesn't really affect my life, you know.",2
Ses03F_script03_1_F000, [BREATHING],2
Ses04F_impro03_M031, Yeah?,2
Ses03M_impro03_F034," Yeah, that's it.  She's hot and you are- getting married.",2
Ses01F_script02_1_M017, I wonder if they can hear me talk or like feel the vibrations in the sand when we move around.,2
Ses02M_script03_2_M018," As a matter of fact, that's perfectly true.",2
Ses04M_impro05_F012, I'm very sorry.  I understand you're frustrated. You just got off of a flight.,2
Ses03M_script01_1_M019, I want to ask her to marry me.,2
Ses01M_impro02_F000, What's happening?,2
Ses02F_impro05_M011," Right, well, by checking in your bags, you agreed to, you know, at the will of the--",2
Ses01M_script01_1_M018, You know it's not just my business.,2
Ses05F_script02_2_M017," It was in the car, right?  When we were passing Knickerbocker Liquor Locker, you said, Let's get some champagne.  And I said time wasting or something like that.  Right? of course.",2
Ses04M_script02_2_M020," Wait a minute, I've got it.",2
Ses03M_impro05a_F007, You're at me and I'm going to try to help you out sir but you just have to cooperate with me--,2
Ses02F_impro05_M005," Um, we'd be willing to give you uh fifty dollars for--",2
Ses03M_impro08a_M019," What I can do for you, if you want to make a call right now I could contact you through our computer.  I can call through my phone and you can speak through me.",2
Ses01F_impro04_M022, maybe get a car.,2
Ses02M_impro08_M021, so it is a little a little hard in that situation if you want -- you know you can -um- we can- we can issue another credit card.,2
Ses03M_impro07_F023, Oh my God.  I am so proud of you.,2
Ses05F_impro08_F001, Okay.,2
Ses03M_impro08b_M005," Um- well it's probably easy.  Can you any more symptoms either you're not receiving calls----ok, you're not receiving calls, not getting calls.",2
Ses01F_impro03_M016, How much did he win at the slot?,2
Ses01M_impro06_F000, You okay?,2
Ses05F_impro08_F029, You're welcome,2
Ses02M_impro05_F003," Actually I'm looking here at the information, the flight that you were on we had some trouble with some of the baggage, it looks like a few peoples' bags didn't make it through. Um, so-",2
Ses02M_impro04_F004," Well, but you care about what you do, right?",2
Ses02F_script01_3_M011, And he's gone forever.  You're sure?,2
Ses02F_script01_1_M042," I know.  I know, Mom.  Just help me stay here.",2
Ses01M_script02_2_M013, We missed them twice.,2
Ses01M_impro04_F008," Right, sure.",2
Ses03F_impro06_M003, yeah.,2
Ses03M_script01_2_M003, Hey don't look at me like that.  I don't know anymore than you.,2
Ses05F_impro08_M019," Yes, yes, exactly.",2
Ses05F_impro04_M009," Wait, You can move up.  There's management programs in McDonalds and things like that.",2
Ses01F_impro04_F014, Yeah.,2
Ses03M_impro05b_F012, For tonight- For tonight sir.  Would you need to stay somewhere tonight?,2
Ses02M_impro08_M024, Yeah. yeah.,2
Ses05F_impro04_M004, Nothing's impossible.,2
Ses05F_impro08_F018," Well you know sometimes-- just with online transactions, things happens. so um-",2
Ses02M_script03_2_F006," It gave him a lot of pleasure, it didn't hurt me any.",2
Ses03F_impro07_M030," Oh, hey. Freshman slut. That's you gona need.",2
Ses04M_impro02_M016," Yes, you can.  Yes, you can.  You know you can.  You're a strong person.",2
Ses01F_script01_2_M002," What do you mean?  You know he lived next door to the girl his whole life, why wouldn't he want to see her?",2
Ses01M_impro05_F002, What- What flight did you come in on?,2
Ses04M_impro05_F037, I know. I understand it's personal-- It's personal to you. I get that.,2
Ses03F_impro02_F005, oh.,2
Ses03M_impro08b_M006, Is the phone turned on?,2
Ses02M_script02_2_M025, Get married again?,2
Ses01M_impro02_M000," Hey, Joy come in here.",2
Ses03M_script03_2_F003, No I didn't.  You made up the whole thing in your jealous imagination.,2
Ses04M_script02_1_M004," The flashlight; the silver one.  There's only one, isn't there?",2
Ses03M_impro05b_F016," Okay.  So if you can just give me your name, your name and your address and your phone number I can contact you as soon as we find out more information.",2
Ses02F_impro06_M007," 'Cause, you know, you've got all the times that you guys did spend together, you know and that's something good that you can look back on.",2
Ses03F_script02_1_M043, So what do you think?,2
Ses02F_impro08_F027, Thank you.,2
Ses04M_impro07_F036, Excuse me?,2
Ses04M_script02_1_M025," I don't get it.  First time we came here to see it, you said it was the best night of your life.  And last year, I remember distinctly you were so excited to get here, you stubbed your toe rushing me out the door and didn't even notice until we were in the car.",2
Ses01F_script02_1_M020, Right.,2
Ses04F_impro04_M008," You know- You need to just- you need, I mean it takes time to get a good job.  I mean-",2
Ses04F_impro07_M019, So you're undecided?,2
Ses04M_script01_1_M031," Alright, then, mom.  Did we skip something?  No.  Alright, then, mom.",2
Ses01F_script03_2_M011," No particular reason.  Anyhow, they are very small ones.",2
Ses04M_script01_1_M041, Then you help me stay here.,2
Ses04F_impro04_M019," And you like- you know, you shave your legs and everything?",2
Ses03M_impro05a_F011, I'm sorry sir.,2
Ses05M_impro07_F026," Yeah.  I mean, I know, I know, like the- the housing surrounding the campus pretty well.",2
Ses03F_impro07_F018, Yeah.,2
Ses04F_script01_2_M002, What do you mean?  He was brought up next door to the girl his whole life.  Why shouldn't he want to see her again?,2
Ses02M_script02_2_M003," Well, I'm not the only one look at all these people.",2
Ses05M_script01_2_F004, He's got that about it.,2
Ses05M_impro08_F011," Well, I- I can check that.  Is there anything else we can do, too?  Like, I'll go through and check the line throughout the house, but --",2
Ses04M_impro01_M011, What if I pay you money?,2
Ses01F_impro04_M006, He's like a house manager. Yeah.  It's a good job.,2
Ses02F_script02_1_M020, That's my point too.,2
Ses04M_impro08_M025," Oh, I don't know.  I mean, I don't know.  I just thought, you know, maybe you want to get some co--I mean, I'm actually -- wait, where do you live?  Oh, you're in Los Angeles, I see.  Oh, no, that sucks 'cause I'm in, actually in Alabama.",2
Ses02M_impro01_F002, do you have two forms of ID with you?,2
Ses05F_impro05_M023," Obviously, we're not trying to lose your luggage.  Do you really believe that we're trying to lose your luggage ma'am?",2
Ses05F_script03_1_F022," Elliot, worms don't pop.",2
Ses02M_impro08_M011," Yes, we'll get- we'll get rid of it right now. I mean just we're going to have to have you, um, submit something you know, we're going to have to have you mail something in for us, okay.",2
Ses04M_impro08_M027," if you ever come out to Montgomery, I mean, you know, just -- just call up, you know, call up the operator and I'll-- I'll be here. So, um.",2
Ses03F_impro08_F001, I [GARBAGE],2
Ses02F_script02_1_M017, Do you want my jacket?,2
Ses02M_script02_2_M004, Are we talking about the same thing?,2
Ses01F_impro06_M013," Oh, so they're like really old too, really old ones?",2
Ses01M_impro05_F019, I'm really sorry to tell you this but...,2
Ses01F_script03_2_M010," I'll have a little, I think.",2
Ses03F_impro08_F005," Well, um- we have a little problem with the system going on.  One of our satellites is down, and I-",2
Ses02M_impro08_F006," Sorry. Okay. Um-, yes",2
Ses05M_script01_2_F002, Nobody comes seven hundred miles just to see.,2
Ses02F_impro06_M015," But It's okay because now, you know, you'll just go on with your life and--",2
Ses01F_script03_2_M031, This is no time of year for Tunis.,2
Ses05M_script01_1b_F024, The trouble is you don't see enough women.  You never did.,2
Ses04M_script03_2_F009, Let him kiss you.,2
Ses05F_impro05_M053, You have a wonderful day.,2
Ses02F_impro08_F026, Absolutely. Thank you so much for calling and we hope that you will come to us again.,2
Ses05F_impro04_M026, But you have to keep trying.  You can't give up.,2
Ses03F_script01_2_F003, He's not going to marry her.,2
Ses01F_impro03_M006, He turned to you and was like...,2
Ses05M_impro08_M002, You've lost your connection.,2
Ses01F_impro01_F014," Clearly.  You know, do you have like a supervisor or something?",2
Ses03M_impro05a_F019," Okay.  I'm not.  I'm sorry, I am being--",2
Ses01F_impro06_F006," I used to go to cemeteries a lot before she died.  I just, you know, I felt like they were urban oasis, you know, there is always this green in the city.",2
Ses05F_impro05_F002, It was Virgin Atlantic coming from London.,2
Ses02F_impro03_F025, You approve?  You approve?,2
Ses04F_script02_1_M005," The flashlight, the silver one.  There's only one isn't there?",2
Ses02F_script01_1_F018," Well, that's only your business, Chris.",2
Ses01M_script01_3_F000, The only one I know still love his parents.,2
Ses03M_impro05b_M019, I work for IBM.,2
Ses04F_script01_2_M001, Well maybe- maybe he just wanted to see her again.,2
Ses04F_script01_1_F018," Well that's only your business, Chris.",2
Ses02F_script02_2_M044, You still cold?  Do you wanna go home?,2
Ses05F_script02_1_M006," Well, Sure.",2
Ses03F_script01_3_F007," you've been acting kind of, well, you know.",2
Ses01M_script02_2_M018," Okay.  I'm trying to work this backwards here and I'm trying to figure out the exact moment that you took a turn for the worst here, now.",2
Ses05F_script02_1_M012, you want my jacket?,2
Ses05F_impro05_F000," Hi,um- I think my baggage was lost, and I need to I guess file a claim or I don't know what.",2
Ses02M_impro08_M016, and it'll get taken off um- no problem you know,2
Ses01F_script02_1_F025, About what?,2
Ses04F_script02_2_M017, Let's see I took a shower.  You watched the news.  You said the Grunions are running tonight. I said great let's go.  I feel lucky tonight.,2
Ses04F_impro04_M018, Are you- I mean do you like get dressed up and everything when you go to the job interview?,2
Ses04M_script02_1_F000, Fine.,2
Ses05M_impro07_F027, Um- How many people do you want to live with?,2
Ses03M_impro08a_M025, My name is Sara.,2
Ses04M_script01_1_F017," Well that's only your business, Chris.",2
Ses05M_script01_3_F015, Not like that you're not.,2
Ses01F_script03_2_M018," Well as a matter of fact, yes, that's perfectly true.",2
Ses05F_impro04_F040, Yeah.,2
Ses05M_impro08_F016, Okay.,2
